Iterations;Error Pos;Error Rot;Error;Time [us];Time/Iteration [us];Iterations Min;Error Pos Min;Error Rot Min;Error Min;Time [us] Min;Time/Iteration [us] Min;Iterations Max;Error Pos Max;Error Rot Max;Error Max;Time [us] Max;Time/Iteration [us] Max;Reached [%];Stucked [%]
19.6684;0.114683;0.299548;0.320751;406.609;22.0721;1;0.00199832;0.000788354;0.0021482;19;16;170;1.27279;3.2947;3.532;4820;103;0.0214876;0.938636
