tag time posX posY posZ rotX rotY rotZ rotW
head 1272 0.0714169 -0.164953 0.983712 0.674244 0.0938376 0.0356864 0.0938376
hip 1272 0.11033 -0.248855 0.962236 0.569713 -0.0125759 -0.0165369 -0.0125759
lHand 1272 0.336863 -0.329891 0.881871 0.109862 0.335745 -0.932216 0.335745
rHand 1272 -0.0494724 -0.362132 0.930813 -0.0439954 -0.326732 0.942559 -0.326732
lFoot 1272 0.761386 -0.614196 0.207498 -0.980618 -0.0740105 -0.068952 -0.0740105
rFoot 1272 -0.0611784 -0.955437 0.288787 -0.986593 0.0610214 0.0388528 0.0610214
head 1272.01 0.0713382 -0.165009 0.983709 0.674159 0.0939151 0.0354975 0.0939151
hip 1272.01 0.110177 -0.248871 0.96225 0.569778 -0.012187 -0.0165168 -0.012187
lHand 1272.01 0.336837 -0.330016 0.881833 0.109777 0.335713 -0.932272 0.335713
rHand 1272.01 -0.0495311 -0.362148 0.930804 -0.0423425 -0.326615 0.942678 -0.326615
lFoot 1272.01 0.761377 -0.614275 0.207295 -0.980607 -0.0739371 -0.0688823 -0.0739371
rFoot 1272.01 -0.0625649 -0.955316 0.28889 -0.986558 0.0613538 0.0392388 0.0613538
head 1272.02 0.0712489 -0.165077 0.983704 0.673977 0.0940588 0.0354278 0.0940588
hip 1272.02 0.109733 -0.248282 0.962452 0.569503 -0.0119558 -0.0166141 -0.0119558
lHand 1272.02 0.336813 -0.330098 0.881812 0.109399 0.336007 -0.93229 0.336007
rHand 1272.02 -0.0497762 -0.361988 0.930853 -0.0423249 -0.325618 0.943031 -0.325618
lFoot 1272.02 0.761585 -0.613986 0.207384 -0.98055 -0.0740155 -0.069039 -0.0740155
rFoot 1272.02 -0.0630286 -0.955299 0.288846 -0.986463 0.0626123 0.0391304 0.0626123
head 1272.03 0.0711998 -0.165167 0.983692 0.673735 0.0941072 0.0353403 0.0941072
hip 1272.03 0.109542 -0.248372 0.962451 0.569464 -0.0120237 -0.0168299 -0.0120237
lHand 1272.03 0.336617 -0.330372 0.881784 0.108218 0.336955 -0.93225 0.336955
rHand 1272.03 -0.0498831 -0.361933 0.930869 -0.0459997 -0.323358 0.943689 -0.323358
lFoot 1272.03 0.761512 -0.614063 0.207427 -0.980525 -0.0740775 -0.0690385 -0.0740775
rFoot 1272.03 -0.0620528 -0.955391 0.288751 -0.986543 0.0619864 0.0385677 0.0619864
head 1272.04 0.0710531 -0.165247 0.983689 0.673451 0.0941643 0.0353718 0.0941643
hip 1272.04 0.109384 -0.248384 0.962466 0.569615 -0.0120374 -0.0168037 -0.0120374
lHand 1272.04 0.336443 -0.330523 0.881794 0.107552 0.337432 -0.93225 0.337432
rHand 1272.04 -0.0503231 -0.361471 0.931024 -0.044409 -0.326003 0.942743 -0.326003
lFoot 1272.04 0.761421 -0.614143 0.207522 -0.980525 -0.0739788 -0.0689655 -0.0739788
rFoot 1272.04 -0.0622475 -0.955446 0.288526 -0.986577 0.0613077 0.0387756 0.0613077
head 1272.06 0.0709828 -0.165339 0.983679 0.673184 0.0942955 0.0353345 0.0942955
hip 1272.06 0.109148 -0.247438 0.962736 0.570124 -0.0120202 -0.0162593 -0.0120202
lHand 1272.06 0.336325 -0.330668 0.881785 0.106946 0.337999 -0.932204 0.337999
rHand 1272.06 -0.0504165 -0.361307 0.931083 -0.0494617 -0.322489 0.943679 -0.322489
lFoot 1272.06 0.761622 -0.613927 0.207428 -0.980494 -0.0739163 -0.0691129 -0.0739163
rFoot 1272.06 -0.0621488 -0.9555 0.288371 -0.986591 0.0611413 0.0387355 0.0611413
head 1272.07 0.0709341 -0.165462 0.983662 0.672827 0.0943518 0.035391 0.0943518
hip 1272.07 0.10916 -0.247341 0.96276 0.570243 -0.0120267 -0.0156958 -0.0120267
lHand 1272.07 0.336431 -0.330736 0.881719 0.106614 0.338051 -0.932277 0.338051
rHand 1272.07 -0.0504769 -0.360891 0.931241 -0.0486779 -0.32344 0.9433 -0.32344
lFoot 1272.07 0.761633 -0.613926 0.20739 -0.98047 -0.0740518 -0.0690989 -0.0740518
rFoot 1272.07 -0.062176 -0.95554 0.288232 -0.986513 0.0617342 0.0385373 0.0617342
head 1272.08 0.0709025 -0.165561 0.983647 0.672576 0.0944557 0.035407 0.0944557
hip 1272.08 0.109093 -0.247354 0.962764 0.57017 -0.0121627 -0.0154858 -0.0121627
lHand 1272.08 0.33646 -0.330829 0.881673 0.106575 0.338018 -0.932333 0.338018
