tag rawPosX rawPosY rawPosZ rawRotX rawRotY rawRotZ rawRotW scale
head 0.144544 1.64874 -0.0217144 -0.0965122 -0.705073 -0.061365 0.699851 1
hip -0.0352697 1.15945 -0.0345008 0.43733 0.517316 0.46651 0.568766 1
lHand 0.0781484 1.38999 -0.782808 0.229308 -0.106473 -0.568157 0.783121 1
lForeArm -0.00898218 1.39494 -0.418013 0.646926 0.386437 0.657246 0.0134955 1
rHand 0.0853219 1.4083 0.76059 -0.68927 -0.687306 0.200518 0.110952 1
rForeArm -0.0139933 1.42224 0.428873 -0.623902 0.306628 -0.590293 0.410219 1
lFoot -0.0263677 0.237309 -0.136157 -0.0407267 -0.0643518 -0.739385 0.668962 1
rFoot -0.0282078 0.231102 0.135367 -0.811846 -0.578676 -0.0777136 0.00111211 1
lKnee 0.0655658 0.578235 -0.079337 0.15546 -0.787071 -0.288836 0.522422 1
rKnee 0.0751224 0.604028 0.104652 -0.416677 -0.688671 0.187801 0.562888 1
head 0.144506 1.6487 -0.0217276 -0.0967757 -0.705091 -0.0614403 0.69979 1
hip -0.0353532 1.15947 -0.0345185 0.436799 0.517269 0.466787 0.56899 1
lHand 0.0781546 1.38978 -0.783004 0.228924 -0.107254 -0.568475 0.782896 1
lForeArm -0.0090723 1.395 -0.417958 0.64697 0.38635 0.65725 0.0136378 1
rHand 0.0853808 1.40844 0.760365 -0.689461 -0.687144 0.200725 0.110396 1
rForeArm -0.0140266 1.42233 0.428879 -0.623818 0.307038 -0.590472 0.409782 1
lFoot -0.0263801 0.237307 -0.136172 -0.0407283 -0.0643161 -0.739339 0.669016 1
rFoot -0.028173 0.23102 0.135384 -0.811786 -0.578747 -0.0778068 0.00106418 1
lKnee 0.0655873 0.578208 -0.0793564 0.155394 -0.787085 -0.288948 0.522358 1
rKnee 0.0750661 0.604033 0.104708 -0.416672 -0.688694 0.187807 0.562862 1
head 0.144479 1.64864 -0.0217226 -0.0970019 -0.705093 -0.0615685 0.699746 1
hip -0.0355875 1.15953 -0.0342733 0.436293 0.516926 0.467322 0.569251 1
lHand 0.0782154 1.38956 -0.783093 0.229004 -0.107907 -0.569108 0.782323 1
lForeArm -0.00926971 1.39514 -0.417696 0.646975 0.386111 0.657377 0.0140479 1
rHand 0.0851822 1.40863 0.760099 -0.690565 -0.686249 0.200893 0.108742 1
rForeArm -0.014154 1.4224 0.429043 -0.624437 0.30666 -0.590351 0.409296 1
lFoot -0.0263953 0.237301 -0.136173 -0.0407737 -0.0642742 -0.73934 0.669016 1
rFoot -0.0282526 0.231057 0.135409 -0.811744 -0.57882 -0.077701 0.0010781 1
lKnee 0.0655077 0.578211 -0.0793871 0.155481 -0.786915 -0.288899 0.522617 1
rKnee 0.0749855 0.604045 0.104711 -0.416606 -0.68873 0.187812 0.562866 1
head 0.144422 1.64859 -0.0217271 -0.0972381 -0.7051 -0.0616583 0.699698 1
hip -0.0357053 1.15955 -0.03423 0.436278 0.516834 0.467371 0.569305 1
lHand 0.0782843 1.38937 -0.783146 0.229244 -0.108359 -0.569365 0.782003 1
lForeArm -0.00935411 1.39519 -0.417635 0.646804 0.386113 0.65754 0.0142095 1
rHand 0.0857689 1.40867 0.759854 -0.690868 -0.685225 0.202645 0.110011 1
