rawPosX;rawPosY;rawPosZ;rawRotX;rawRotY;rawRotZ;rawRotW
0.686952;1.39333;0.431037;0.0691956;-0.747855;0.024732;0.659783
-0.866627;1.38012;0.374731;0.0537326;0.651922;-0.0311391;0.755738
-0.0925509;1.04397;0.254017;0.0323489;0.111331;-0.99301;0.0221523
0.0644001;0.140133;0.262069;-0.0311877;-0.760564;-0.16988;0.625868
-0.239415;0.149049;0.25707;-0.125892;0.750832;0.0603789;0.645568
0.686978;1.39336;0.4308;0.0688475;-0.747741;0.0250898;0.659935
-0.865974;1.38042;0.374554;0.0535319;0.651878;-0.0330196;0.755711
-0.0928173;1.04409;0.253745;0.0322993;0.111156;-0.993028;0.0222955
0.0644455;0.140188;0.262072;-0.0312356;-0.760596;-0.169978;0.6258
-0.239413;0.149056;0.257067;-0.125962;0.750765;0.0603734;0.645632
0.687125;1.39354;0.430712;0.0682038;-0.747689;0.0257072;0.660036
-0.865984;1.38073;0.374919;0.0542553;0.653323;-0.0354637;0.7543
-0.0928192;1.04408;0.253669;0.0323723;0.111133;-0.993025;0.0224171
0.0644419;0.140182;0.262087;-0.0312642;-0.760633;-0.169887;0.625778
-0.239421;0.149064;0.257064;-0.125953;0.750801;0.0602836;0.6456
0.68712;1.3936;0.430529;0.0673681;-0.747652;0.0265202;0.660132
-0.866458;1.38019;0.37533;0.053821;0.655388;-0.0327227;0.752661
-0.0923225;1.04394;0.253892;0.0324691;0.111115;-0.993025;0.0223842
0.0643196;0.140245;0.262109;-0.0311975;-0.760591;-0.169884;0.625834
-0.239485;0.149109;0.257013;-0.125877;0.750818;0.0602885;0.645594
0.687176;1.39364;0.430456;0.0670821;-0.747684;0.0265891;0.660123
-0.866409;1.38034;0.375577;0.0536078;0.656437;-0.0332267;0.75174
-0.0926015;1.04406;0.253728;0.0326503;0.11115;-0.993016;0.0223329
0.0642909;0.140235;0.262095;-0.0312055;-0.760623;-0.169845;0.625805
-0.239514;0.149124;0.25701;-0.125928;0.750802;0.0602268;0.64561
0.687187;1.39353;0.43027;0.0668514;-0.747699;0.0264256;0.660135
-0.866361;1.38026;0.375781;0.0526383;0.65696;-0.0342999;0.751303
-0.0924001;1.04402;0.253782;0.0327383;0.111154;-0.993014;0.0222801
0.0642693;0.140235;0.262106;-0.0312723;-0.760651;-0.169812;0.625776
-0.239546;0.149122;0.257016;-0.125975;0.750767;0.0601709;0.645646
0.687092;1.3936;0.430102;0.0669947;-0.747593;0.02638;0.660242
-0.866476;1.3803;0.37565;0.0511218;0.656914;-0.0355237;0.751391
-0.092357;1.04403;0.253747;0.0325706;0.111173;-0.993017;0.0223118
0.0642389;0.14027;0.262068;-0.0312415;-0.760589;-0.169794;0.625858
-0.23959;0.149144;0.256983;-0.125902;0.75074;0.0601494;0.645694
0.687131;1.3936;0.430075;0.0668045;-0.747624;0.0264715;0.660223
