rawPosX;rawPosY;rawPosZ;rawRotX;rawRotY;rawRotZ;rawRotW;scale
0.0401277;1.07369;-0.211311;0.124951;-0.0316692;0.0671388;0.989382
0.148251;1.13319;0.229211;-0.205116;0.415061;0.832656;-0.303868
-0.0431689;0.955739;0.177579;0.557562;0.391756;0.6744;0.284316
0.116625;0.0726644;-0.0874842;0.810469;0.135239;-0.0661462;0.566105
-0.166461;0.076996;-0.100804;-0.817132;0.116502;-0.0240252;-0.564043
0.0395918;1.0737;-0.211659;0.125078;-0.0317996;0.0667738;0.989387
0.146069;1.13161;0.229792;-0.208734;0.413648;0.830264;-0.309818
-0.0428399;0.957298;0.179352;0.555873;0.393609;0.674503;0.284821
0.116697;0.0726485;-0.0874639;0.810401;0.135242;-0.0659187;0.566229
-0.166341;0.076886;-0.100698;-0.816886;0.11638;-0.0242772;-0.564415
0.0387027;1.0736;-0.21196;0.125406;-0.0319868;0.0658338;0.989402
0.144517;1.13031;0.229796;-0.214971;0.412479;0.828883;-0.310808
-0.0424292;0.958986;0.181598;0.553383;0.395036;0.675481;0.285374
0.116802;0.0725244;-0.0874873;0.810307;0.135489;-0.0656431;0.566336
-0.166204;0.0768214;-0.100656;-0.816842;0.116;-0.0242309;-0.564558
0.037206;1.07383;-0.212859;0.125788;-0.0314244;0.0652452;0.98941
0.143829;1.13207;0.230094;-0.218634;0.411173;0.830781;-0.304859
-0.042076;0.961227;0.183577;0.550768;0.396783;0.676774;0.284947
0.116762;0.0725707;-0.0874825;0.810191;0.135662;-0.0655123;0.566475
-0.166204;0.0767833;-0.10051;-0.8168;0.115598;-0.0243345;-0.564697
0.0364374;1.07391;-0.213446;0.125823;-0.0306617;0.0652571;0.989429
0.143238;1.13371;0.230838;-0.218854;0.411467;0.831867;-0.301322
-0.0414971;0.963546;0.185387;0.548151;0.398697;0.678079;0.284218
0.116865;0.0725318;-0.0874732;0.810153;0.135915;-0.0653654;0.566486
-0.166152;0.0767549;-0.100522;-0.816699;0.115444;-0.0243831;-0.564872
0.0362368;1.07407;-0.213631;0.125548;-0.0303984;0.0658706;0.989432
0.143078;1.13567;0.232276;-0.216936;0.412877;0.832346;-0.299454
-0.0410858;0.965766;0.187292;0.545484;0.4002;0.679719;0.283319
0.116765;0.0723943;-0.08747;0.810129;0.136357;-0.0658675;0.566357
-0.166045;0.0767806;-0.100575;-0.81671;0.115404;-0.0245975;-0.564855
0.0358929;1.07433;-0.213808;0.125373;-0.030917;0.06629;0.98941
0.143082;1.13811;0.233776;-0.213108;0.416684;0.831298;-0.299839
-0.0407009;0.967593;0.189;0.543464;0.401843;0.680452;0.283114
0.116604;0.072378;-0.0873557;0.810073;0.136442;-0.0662665;0.56637
-0.166011;0.0767666;-0.100583;-0.816726;0.115733;-0.0251551;-0.564741
0.0355266;1.07435;-0.213967;0.125368;-0.0313741;0.066017;0.989414
0.143098;1.13938;0.235452;-0.210172;0.419391;0.830507;-0.30033
-0.0406381;0.968966;0.190049;0.542558;0.403926;0.679767;0.283533
0.116764;0.07239;-0.0872845;0.810025;0.13629;-0.0655961;0.566553
-0.165835;0.0767388;-0.10069;-0.816824;0.115624;-0.025585;-0.564602
0.0341845;1.07444;-0.214607;0.125477;-0.0312061;0.0654687;0.989442
0.142514;1.1403;0.23722;-0.208299;0.419963;0.83035;-0.301268
-0.0409406;0.969689;0.190112;0.543385;0.406139;0.677446;0.284342
0.117107;0.0722918;-0.0873193;0.809842;0.136163;-0.0644998;0.566971
-0.165666;0.0767314;-0.100642;-0.81679;0.115398;-0.0257831;-0.564688
0.0327695;1.07421;-0.215344;0.1256;-0.0304469;0.0644344;0.989518
0.142576;1.14113;0.239074;-0.206337;0.419342;0.831257;-0.300979
-0.0416032;0.969554;0.189158;0.546705;0.408054;0.673175;0.285379
0.117156;0.0722687;-0.0872938;0.809689;0.136447;-0.064451;0.567127
-0.165744;0.076743;-0.100688;-0.816868;0.11521;-0.0258431;-0.564611
0.0317741;1.0741;-0.215924;0.125632;-0.0299006;0.0639559;0.989562
0.142658;1.14206;0.24121;-0.203993;0.419015;0.832372;-0.29995
-0.042043;0.969888;0.188932;0.548645;0.409662;0.670288;0.286147
0.117164;0.0722139;-0.0870932;0.809524;0.137062;-0.0651071;0.567139
-0.165667;0.0767163;-0.100802;-0.817001;0.115056;-0.0259082;-0.564446
0.0311654;1.07399;-0.216214;0.125449;-0.029692;0.0639031;0.989595
0.142711;1.14353;0.24325;-0.202209;0.417791;0.834231;-0.297692
-0.0424127;0.970364;0.188488;0.550925;0.410994;0.667449;0.286491
0.117044;0.0720948;-0.0871818;0.809571;0.137785;-0.0659612;0.566798
-0.165679;0.0766284;-0.100948;-0.817078;0.114953;-0.0258622;-0.564359
0.0301985;1.07406;-0.21662;0.125215;-0.0300728;0.0642195;0.989592
0.142611;1.14563;0.244523;-0.201008;0.416927;0.836231;-0.294085
-0.0422622;0.971682;0.188742;0.551217;0.412662;0.666296;0.286217
0.117034;0.0720924;-0.0872286;0.809566;0.138191;-0.0661424;0.566685
-0.165792;0.0766993;-0.101354;-0.817334;0.114981;-0.0259333;-0.563979
0.0298064;1.07399;-0.216869;0.124965;-0.0301601;0.0645662;0.989599
0.142398;1.14794;0.245403;-0.199159;0.417661;0.837704;-0.290083
-0.0417548;0.974218;0.189697;0.549744;0.415011;0.666633;0.284864
0.117335;0.0719537;-0.0871693;0.809455;0.138516;-0.065579;0.566829
-0.165794;0.0766453;-0.101732;-0.817646;0.114953;-0.0258972;-0.563534
0.0294029;1.07399;-0.217336;0.124843;-0.0300406;0.0651273;0.989581
0.142005;1.15175;0.244874;-0.197947;0.421297;0.838445;-0.283435
-0.0411109;0.976915;0.190905;0.547775;0.41811;0.666738;0.283877
0.117423;0.0717193;-0.0872723;0.809386;0.138129;-0.0648078;0.567111
