rawPosX;rawPosY;rawPosZ;rawRotX;rawRotY;rawRotZ;rawRotW
0.696449;1.51605;0.827899;0.0939204;-0.677106;-0.0586821;0.727505
-0.8934;1.5264;0.774939;0.0539018;0.674552;-0.0389891;0.735224
-0.095818;1.15762;0.728468;0.0546717;0.130652;-0.98593;0.088783
0.0738444;0.267405;0.745496;-0.164321;-0.77132;-0.0536446;0.612524
-0.237029;0.265861;0.724113;0.0779423;0.754554;0.0542444;0.649331
0.696427;1.51587;0.827442;0.0939577;-0.676707;-0.059076;0.727839
-0.893073;1.52665;0.774322;0.0563704;0.672531;-0.037691;0.736956
-0.0959193;1.15757;0.728372;0.0543532;0.130496;-0.985956;0.088924
0.0736396;0.267186;0.745426;-0.164305;-0.771137;-0.0534947;0.612772
-0.237105;0.265732;0.724084;0.077898;0.75461;0.054198;0.649276
0.696319;1.51576;0.82703;0.0943039;-0.676245;-0.0592535;0.728209
-0.892935;1.52648;0.773552;0.0568585;0.670579;-0.0361861;0.73877
-0.0959678;1.15756;0.728326;0.0542071;0.130633;-0.985941;0.0889829
0.0735943;0.267168;0.745414;-0.164383;-0.771132;-0.0534273;0.612764
-0.23716;0.265731;0.724078;0.0779336;0.754575;0.0541659;0.649314
0.696241;1.51568;0.826657;0.0945941;-0.675832;-0.0592003;0.728559
-0.892674;1.52639;0.772993;0.0569607;0.669398;-0.0357909;0.739852
-0.0960377;1.15754;0.728271;0.0542245;0.130721;-0.98593;0.0889637
0.073584;0.267143;0.74542;-0.164411;-0.771118;-0.0534372;0.612773
-0.237182;0.265715;0.72407;0.0779269;0.754566;0.0541859;0.649324
0.696354;1.51569;0.826372;0.0944784;-0.675611;-0.0590671;0.72879
-0.892458;1.52605;0.7731;0.0566335;0.669447;-0.0352244;0.73986
-0.0959635;1.15769;0.728258;0.054265;0.130705;-0.985933;0.0889278
0.0736334;0.267237;0.74548;-0.164427;-0.771035;-0.0534965;0.612868
-0.237107;0.265823;0.72415;0.077911;0.754615;0.0541119;0.649275
0.696296;1.51543;0.826172;0.0942945;-0.675634;-0.059467;0.72876
-0.892357;1.52577;0.773097;0.056326;0.670028;-0.0343235;0.7394
-0.0958805;1.15759;0.728237;0.0545031;0.13063;-0.985939;0.088824
0.0736551;0.26719;0.74551;-0.164408;-0.771275;-0.053543;0.612567
-0.237088;0.265784;0.724171;0.0779207;0.754556;0.0541481;0.64934
0.696236;1.51515;0.825952;0.0938714;-0.675866;-0.0600682;0.72855
-0.89272;1.52533;0.773841;0.0547105;0.672804;-0.0331692;0.737049
-0.0958836;1.15756;0.728148;0.0546611;0.130459;-0.985952;0.0888355
0.0736618;0.267189;0.745513;-0.164385;-0.771344;-0.053528;0.612488
-0.237082;0.26578;0.724173;0.0778508;0.754526;0.0542516;0.649374
0.696522;1.51513;0.82565;0.0933251;-0.675917;-0.0604072;0.728545
-0.892845;1.5251;0.774325;0.0538862;0.674724;-0.0336229;0.735332
-0.0958648;1.15762;0.72805;0.0545665;0.130356;-0.985958;0.0889777
0.0738244;0.26736;0.745464;-0.164502;-0.771256;-0.0535203;0.612567
