Iterations ø;Reached [%];Error ø;Error Min;Error Max;Time ø [us]
2.08243;0.543351;0.257811;4.13826e-07;1.13943;95.0705
2.09906;0.536613;0.266637;4.13826e-07;1.13943;88.3924
2.08805;0.535939;0.26665;4.13826e-07;1.13943;88.086
2.08783;0.535939;0.266649;4.13826e-07;1.13943;87.0979
2.08895;0.536164;0.26665;4.13826e-07;1.14021;82.6909
2.08962;0.536164;0.266644;4.13826e-07;1.14021;88.6911
2.09659;0.536613;0.266653;4.13826e-07;1.14021;88.9526
2.08872;0.536388;0.26664;4.13826e-07;1.14021;87.558
2.09052;0.535939;0.266651;4.13826e-07;1.14021;87.9308
