tag rawPosX rawPosY rawPosZ rawRotX rawRotY rawRotZ rawRotW scale
head 0.149907 1.5975 -0.0196354 -0.0182674 -0.681246 -0.0046499 0.731812 1.01167
hip -0.0326803 1.08313 -0.000427485 -0.312363 0.659846 -0.28748 0.61999 1.01167
lHand -0.0209734 1.37327 -0.77815 0.146094 -0.04489 -0.743802 0.650692 1.01167
lForeArm -0.040858 1.42369 -0.57664 -0.203156 0.764898 -0.586079 0.173692 1.01167
rHand 0.164946 1.43417 0.756813 -0.664013 -0.688957 0.248305 0.150895 1.01167
rForeArm 0.107414 1.47197 0.605072 0.516673 -0.488939 0.402148 0.576424 1.01167
lFoot -0.0261528 0.234825 -0.156806 0.205471 0.232499 0.871229 0.380375 1.01167
rFoot 0.0325382 0.20491 0.142412 -0.918709 -0.331716 0.109855 0.184039 1.01167
