rawPosX;rawPosY;rawPosZ;rawRotX;rawRotY;rawRotZ;rawRotW;scale
-0.0838127;0.935055;-0.0827672;0.158422;0.0165963;0.00162173;-0.987231;1.10757
0.0471981;0.861145;0.110067;0.546746;-0.278578;-0.76444;0.197723
-0.148984;0.827109;0.160178;0.526588;0.308602;0.762978;0.212921
0.227617;0.29312;0.196027;0.821674;0.0583897;0.00260964;0.566953
-0.189673;0.0693305;-0.125065;0.82322;-0.0749898;0.0212909;0.562345
-0.0838304;0.935057;-0.0828237;0.158369;0.0163121;0.00176252;-0.987244
0.0471409;0.861289;0.10973;0.549393;-0.281946;-0.759581;0.204231
-0.149148;0.826919;0.159852;0.526502;0.308141;0.763258;0.212797
0.227617;0.29312;0.196027;0.821674;0.0583897;0.00260964;0.566953
-0.189676;0.069295;-0.12502;0.823178;-0.0750888;0.0213495;0.562391
-0.0840676;0.9352;-0.0828087;0.158578;0.0162313;0.00162661;-0.987212
0.0473673;0.861885;0.110068;0.548772;-0.2842;-0.758397;0.207156
-0.149302;0.826802;0.15958;0.52623;0.307787;0.76358;0.212827
0.227617;0.29312;0.196027;0.821674;0.0583897;0.00260964;0.566953
-0.189694;0.0693067;-0.124995;0.823175;-0.0750167;0.0213777;0.562404
-0.0838334;0.935132;-0.0826807;0.15879;0.0165116;0.00182612;-0.987173
0.0472075;0.862084;0.109686;0.550846;-0.28566;-0.755382;0.21063
-0.149787;0.826799;0.159511;0.526009;0.307432;0.763833;0.212979
0.227617;0.29312;0.196027;0.821674;0.0583897;0.00260964;0.566953
-0.189706;0.0692958;-0.124971;0.823135;-0.0750661;0.0214005;0.562455
-0.0838058;0.935149;-0.0827063;0.158764;0.0167443;0.00181094;-0.987173
0.0466238;0.862387;0.109549;0.552567;-0.286152;-0.753179;0.213327
-0.150016;0.826651;0.159271;0.525806;0.30707;0.764054;0.213209
0.227617;0.29312;0.196027;0.821674;0.0583897;0.00260964;0.566953
-0.189727;0.0692754;-0.124906;0.823082;-0.0751052;0.0214202;0.562527
