it;66.7398
it;66.7481
it;70.2094
it;69.3552
it;68.6644
it;68.9874
it;70.6005
it;73.2568
it;71.1133
it;70.6753
it;70.3105
it;71.3271
it;73.0975
it;74.4139
it;74.6903
it;75.2853
it;74.7878
it;74.3366
it;73.9384
it;73.5738
it;73.3529
it;73.0483
it;72.7749
it;72.5228
it;72.2907
it;72.0832
it;71.9473
it;71.7697
it;71.7309
it;72.1039
it;72.5958
it;73.2486
it;73.9941
it;74.5394
it;74.7602
it;75.0299
it;74.9204
it;74.9549
it;74.9961
it;75.0807
it;74.8759
it;74.6796
it;74.4926
it;74.4231
it;74.6233
it;75.0412
it;75.2519
it;75.1347
it;74.9635
it;74.7977
it;74.6379
it;74.4846
it;74.3391
it;74.4738
it;74.5414
it;74.4828
it;74.3545
