rawPosX;rawPosY;rawPosZ;rawRotX;rawRotY;rawRotZ;rawRotW
0.792438;1.48281;0.788987;0.11201;-0.705735;-0.00613517;0.699539
-0.781677;1.47727;0.784586;0.0682929;0.670743;-0.0042681;0.738526
0.000216603;1.15563;0.688744;0.0502747;0.136053;-0.986626;0.0743723
0.162774;0.26652;0.713076;-0.1719;-0.719902;-0.034593;0.671561
-0.147039;0.264404;0.694327;0.0798202;0.737191;0.0647662;0.667819
0.792545;1.48267;0.788921;0.111481;-0.705755;-0.00624649;0.699602
-0.781461;1.47723;0.784801;0.0683505;0.671235;-0.00344295;0.738078
0.000169158;1.15562;0.688689;0.0503392;0.136135;-0.986618;0.0742878
0.162765;0.26656;0.713118;-0.171842;-0.719884;-0.0345115;0.6716
-0.147043;0.264424;0.694284;0.0797891;0.737212;0.0647791;0.667799
0.792693;1.48248;0.788816;0.110768;-0.7055;-0.0053384;0.69998
-0.781131;1.477;0.785221;0.0684784;0.672369;-0.00268832;0.737037
0.000141978;1.15569;0.688599;0.0503621;0.136164;-0.986613;0.0742859
0.162759;0.266539;0.713117;-0.171848;-0.719889;-0.0344947;0.671594
-0.14705;0.264409;0.694287;0.079731;0.737074;0.0648504;0.667952
0.792663;1.4823;0.788592;0.109942;-0.705222;-0.00374758;0.700401
-0.781475;1.47679;0.785604;0.0670442;0.673689;-0.00291055;0.735962
0.000128031;1.15569;0.688549;0.0502756;0.136261;-0.986615;0.0741369
0.162732;0.266493;0.713107;-0.171857;-0.719945;-0.0344819;0.671532
-0.147078;0.264423;0.694306;0.0796669;0.737167;0.0648583;0.667856
0.792755;1.48222;0.788463;0.109527;-0.705065;-0.0030978;0.700627
-0.781401;1.47665;0.786068;0.0656077;0.67445;-0.00345806;0.735391
9.36985e-05;1.1557;0.688515;0.0502442;0.13647;-0.986586;0.074155
0.162694;0.266464;0.71313;-0.171917;-0.719835;-0.0344634;0.671636
-0.147114;0.264409;0.694265;0.0797374;0.73719;0.064833;0.667824
0.792884;1.48198;0.788452;0.109844;-0.704953;-0.00347525;0.700688
-0.781136;1.47642;0.786208;0.06485;0.674537;-0.00374061;0.735377
5.10216e-05;1.15569;0.688456;0.0501767;0.136322;-0.986619;0.0740354
0.162909;0.266281;0.713236;-0.17192;-0.719913;-0.0345042;0.671549
-0.146889;0.264218;0.694388;0.0798068;0.73717;0.064766;0.667845
0.792943;1.48173;0.788466;0.110864;-0.705083;-0.00475291;0.700389
-0.780924;1.47644;0.786348;0.0648876;0.674583;-0.00323544;0.735334
0.000328779;1.15553;0.688586;0.0502392;0.136143;-0.986637;0.0740792
0.16292;0.26625;0.713255;-0.171915;-0.719818;-0.0343794;0.671659
-0.146868;0.264216;0.694393;0.0797004;0.737087;0.0647893;0.667947
0.793075;1.48149;0.788469;0.111687;-0.705263;-0.00621241;0.700065
-0.780852;1.47652;0.786443;0.0654557;0.674615;-0.00302109;0.735256
0.000387549;1.1556;0.688622;0.0501964;0.136189;-0.986627;0.0741564
0.162967;0.266247;0.713274;-0.171917;-0.719782;-0.0343379;0.671699
-0.146831;0.264215;0.694364;0.0797232;0.737131;0.0647375;0.667901
0.793028;1.48134;0.78847;0.112546;-0.705231;-0.00694997;0.699953
-0.780661;1.47657;0.786585;0.0662034;0.674654;-0.00311459;0.735153
0.000374675;1.15559;0.688634;0.0500859;0.136392;-0.986602;0.0741964
0.162831;0.266316;0.713208;-0.172031;-0.719689;-0.0342822;0.671772
-0.146863;0.264251;0.694329;0.0797028;0.737155;0.0647549;0.667875
0.793145;1.48124;0.788465;0.112591;-0.705231;-0.00699858;0.699946
-0.780346;1.47705;0.786661;0.0676453;0.674393;-0.00316442;0.73526
0.000488997;1.15565;0.68864;0.0499166;0.136393;-0.986609;0.0742126
0.162943;0.266426;0.713248;-0.172137;-0.719687;-0.0342581;0.671748
-0.146784;0.264281;0.694311;0.079761;0.737176;0.0647556;0.667844
0.793261;1.48109;0.788374;0.111735;-0.705327;-0.00627268;0.699993
-0.78032;1.47737;0.78644;0.0687183;0.67411;-0.00335194;0.735419
0.000496149;1.15566;0.688637;0.0498552;0.136379;-0.986604;0.0743465
