tag time posX posY posZ rotX rotY rotZ rotW
head 481.717 0.0541785 -0.19979 0.97834 0.721665 -0.0457653 -0.0113855 -0.0457653
hip 481.717 0.0827554 -0.267318 0.960048 0.551321 0.0174432 -0.0128689 0.0174432
lHand 481.717 0.289186 -0.422462 0.85901 -0.00132465 0.488524 -0.869535 0.488524
rHand 481.717 -0.15067 -0.404046 0.902244 -0.00124905 0.432741 -0.901393 0.432741
lFoot 481.717 0.536216 -0.824015 0.182953 -0.990262 -0.0145004 -0.0486762 -0.0145004
rFoot 481.717 -0.109769 -0.962394 0.248494 -0.983496 0.085504 0.0367775 0.085504
head 481.729 0.0541771 -0.199857 0.978326 0.721589 -0.0455508 -0.0115614 -0.0455508
hip 481.729 0.0827059 -0.267201 0.960085 0.551439 0.0173147 -0.0130521 0.0173147
lHand 481.729 0.289229 -0.422485 0.858984 -0.00139153 0.488337 -0.869671 0.488337
rHand 481.729 -0.151065 -0.404039 0.902182 -0.0010846 0.43283 -0.901299 0.43283
lFoot 481.729 0.536302 -0.82397 0.182905 -0.990259 -0.0145457 -0.0488057 -0.0145457
rFoot 481.729 -0.109781 -0.962409 0.24843 -0.983501 0.0854216 0.0368261 0.0854216
head 481.74 0.0542247 -0.199929 0.978309 0.721557 -0.0457254 -0.0115823 -0.0457254
hip 481.74 0.0826836 -0.267115 0.960111 0.551551 0.0171429 -0.0132801 0.0171429
lHand 481.74 0.28928 -0.422519 0.85895 -0.0015139 0.488152 -0.869821 0.488152
rHand 481.74 -0.15185 -0.403824 0.902146 3.29763e-05 0.432459 -0.901391 0.432459
lFoot 481.74 0.536329 -0.823948 0.182922 -0.990256 -0.0146891 -0.0488556 -0.0146891
rFoot 481.74 -0.109743 -0.962409 0.248445 -0.983501 0.0854214 0.0368531 0.0854214
head 481.752 0.0543104 -0.200008 0.978288 0.721623 -0.0460981 -0.0112713 -0.0460981
hip 481.752 0.0827306 -0.267072 0.960119 0.551795 0.0171282 -0.0132452 0.0171282
lHand 481.752 0.289362 -0.422571 0.858897 -0.0018231 0.488289 -0.869763 0.488289
rHand 481.752 -0.152188 -0.403153 0.902389 0.00125962 0.431085 -0.901948 0.431085
lFoot 481.752 0.536314 -0.823961 0.18291 -0.990259 -0.0145878 -0.0486391 -0.0145878
rFoot 481.752 -0.109535 -0.96242 0.248495 -0.983498 0.0853728 0.036843 0.0853728
head 481.763 0.0543551 -0.200075 0.978272 0.721812 -0.0461935 -0.0112587 -0.0461935
hip 481.763 0.0827872 -0.267106 0.960104 0.551769 0.0173783 -0.0132418 0.0173783
lHand 481.763 0.289406 -0.422606 0.858865 -0.00195244 0.488457 -0.869666 0.488457
rHand 481.763 -0.152837 -0.402988 0.902353 0.00339526 0.430841 -0.901985 0.430841
lFoot 481.763 0.536313 -0.823975 0.182848 -0.990262 -0.0146133 -0.0486845 -0.0146133
rFoot 481.763 -0.109535 -0.96239 0.248612 -0.983473 0.0855074 0.036866 0.0855074
head 481.775 0.0543689 -0.200122 0.978261 0.722073 -0.0459108 -0.0114278 -0.0459108
hip 481.775 0.0828482 -0.267249 0.960059 0.551658 0.0174147 -0.0132699 0.0174147
lHand 481.775 0.289462 -0.422668 0.858815 -0.00236401 0.488625 -0.869547 0.488625
rHand 481.775 -0.153058 -0.403024 0.9023 0.00466159 0.431657 -0.901565 0.431657
lFoot 481.775 0.536332 -0.823962 0.182851 -0.990248 -0.0145601 -0.0487744 -0.0145601
rFoot 481.775 -0.109644 -0.962346 0.248734 -0.983461 0.0854972 0.0368603 0.0854972
head 481.785 0.0543581 -0.200153 0.978256 0.722379 -0.0456752 -0.0115985 -0.0456752
hip 481.785 0.0828645 -0.267352 0.960029 0.551476 0.0173144 -0.0135444 0.0173144
lHand 481.785 0.288807 -0.422523 0.859107 -0.00225824 0.488474 -0.869631 0.488474
rHand 481.785 -0.153073 -0.403031 0.902294 0.00568436 0.432667 -0.901091 0.432667
lFoot 481.785 0.536258 -0.824023 0.182791 -0.990247 -0.0144996 -0.0486619 -0.0144996
rFoot 481.785 -0.109581 -0.962355 0.248726 -0.983459 0.0853797 0.0368247 0.0853797
head 481.796 0.0543452 -0.200152 0.978257 0.722521 -0.0455816 -0.0114088 -0.0455816
hip 481.796 0.082836 -0.267523 0.959984 0.551276 0.0172585 -0.0137294 0.0172585
lHand 481.796 0.289103 -0.422794 0.858874 -0.00235131 0.488632 -0.869498 0.488632
rHand 481.796 -0.153248 -0.402916 0.902316 0.00735605 0.433582 -0.900667 0.433582
lFoot 481.796 0.536396 -0.823984 0.182563 -0.990248 -0.0148452 -0.0487145 -0.0148452
rFoot 481.796 -0.109756 -0.962388 0.248523 -0.983465 0.085426 0.0368979 0.085426
head 481.807 0.0543551 -0.20015 0.978256 0.722601 -0.0455844 -0.0113101 -0.0455844
hip 481.807 0.0827987 -0.267581 0.959971 0.551065 0.0173705 -0.0136631 0.0173705
lHand 481.807 0.289065 -0.422612 0.858976 -0.00246242 0.488615 -0.869507 0.488615
rHand 481.807 -0.153217 -0.402711 0.902413 0.00860339 0.434356 -0.900311 0.434356
lFoot 481.807 0.536481 -0.823934 0.18254 -0.990245 -0.0149768 -0.0486838 -0.0149768
rFoot 481.807 -0.109875 -0.962354 0.248603 -0.983449 0.0855042 0.0369397 0.0855042
head 481.818 0.0543667 -0.200198 0.978246 0.722538 -0.0455514 -0.0112138 -0.0455514
hip 481.818 0.0828181 -0.267787 0.959912 0.550875 0.0175518 -0.013567 0.0175518
lHand 481.818 0.288995 -0.422632 0.85899 -0.00275463 0.488871 -0.86938 0.488871
rHand 481.818 -0.152779 -0.402741 0.902473 0.00974795 0.435188 -0.899974 0.435188
lFoot 481.818 0.536491 -0.823932 0.182517 -0.990257 -0.0152709 -0.0485327 -0.0152709
rFoot 481.818 -0.109695 -0.962307 0.24886 -0.983443 0.0855749 0.0368173 0.0855749
