tag time posX posY posZ rotX rotY rotZ rotW
head 3188.41 -0.0231007 -0.000693926 0.999733 0.674292 0.00496039 0.0325875 0.00496039
hip 3188.41 -0.0191083 0.0247463 0.999511 0.550804 -0.000376709 0.0200074 -0.000376709
lHand 3188.41 0.41767 -0.239007 0.8766 0.41969 0.33933 -0.711076 0.33933
rHand 3188.41 -0.349356 -0.359388 0.865327 0.640553 -0.318819 0.492444 -0.318819
lFoot 3188.41 0.756442 0.208182 0.620044 -0.983996 -0.0572469 -0.0412865 -0.0572469
rFoot 3188.41 -0.85668 0.122875 0.501001 -0.985432 0.0404624 0.0444962 0.0404624
head 3188.42 -0.0231865 -0.000727099 0.999731 0.67428 0.00505172 0.0324607 0.00505172
hip 3188.42 -0.0193574 0.0249758 0.999501 0.55084 -0.00035771 0.0200388 -0.00035771
lHand 3188.42 0.417387 -0.239418 0.876622 0.420434 0.339263 -0.71073 0.339263
rHand 3188.42 -0.348583 -0.358588 0.86597 0.644631 -0.318868 0.491582 -0.318868
lFoot 3188.42 0.756397 0.208121 0.62012 -0.983987 -0.0573213 -0.0413317 -0.0573213
rFoot 3188.42 -0.856177 0.124469 0.501466 -0.985449 0.040473 0.0443882 0.040473
head 3188.44 -0.0232632 -0.000710888 0.999729 0.67428 0.00520507 0.032282 0.00520507
hip 3188.44 -0.0194657 0.0247801 0.999503 0.55084 -0.000417791 0.0201883 -0.000417791
lHand 3188.44 0.417212 -0.239611 0.876653 0.421045 0.339175 -0.710769 0.339175
rHand 3188.44 -0.348735 -0.358125 0.8661 0.645783 -0.315888 0.494015 -0.315888
lFoot 3188.44 0.756339 0.208079 0.620205 -0.983976 -0.0572894 -0.0414834 -0.0572894
rFoot 3188.44 -0.856208 0.124491 0.501408 -0.985479 0.0403164 0.0442637 0.0403164
head 3188.45 -0.0233799 -0.000722467 0.999726 0.674178 0.00540625 0.0320399 0.00540625
hip 3188.45 -0.0196684 0.0246942 0.999502 0.55072 -0.000441559 0.020204 -0.000441559
lHand 3188.45 0.416973 -0.239667 0.876752 0.421496 0.339096 -0.7109 0.339096
rHand 3188.45 -0.348057 -0.359678 0.86573 0.646907 -0.314714 0.489708 -0.314714
lFoot 3188.45 0.756337 0.20786 0.620281 -0.983977 -0.0572415 -0.0416074 -0.0572415
rFoot 3188.45 -0.857242 0.121857 0.500288 -0.985526 0.0399226 0.0441696 0.0399226
head 3188.46 -0.0234989 -0.000752929 0.999724 0.67414 0.00571636 0.0319051 0.00571636
hip 3188.46 -0.0199979 0.024979 0.999488 0.550674 -0.000501886 0.0203174 -0.000501886
lHand 3188.46 0.41673 -0.239892 0.876805 0.421844 0.33907 -0.710919 0.33907
rHand 3188.46 -0.348327 -0.361023 0.865061 0.64387 -0.311769 0.490741 -0.311769
lFoot 3188.46 0.756274 0.207633 0.620434 -0.98397 -0.0572136 -0.0416876 -0.0572136
rFoot 3188.46 -0.857029 0.122542 0.500484 -0.985546 0.0397575 0.0440967 0.0397575
head 3188.47 -0.0236 -0.000798398 0.999721 0.674043 0.00595902 0.0317334 0.00595902
hip 3188.47 -0.0201538 0.0247086 0.999492 0.550734 -0.000477575 0.0202833 -0.000477575
lHand 3188.47 0.416471 -0.240112 0.876868 0.422274 0.339103 -0.710927 0.339103
rHand 3188.47 -0.348632 -0.362042 0.864512 0.641168 -0.309908 0.491843 -0.309908
lFoot 3188.47 0.755677 0.207675 0.621147 -0.983955 -0.057348 -0.0418215 -0.057348
rFoot 3188.47 -0.856763 0.122956 0.500838 -0.985532 0.0401382 0.0439332 0.0401382
head 3188.48 -0.0237825 -0.00078449 0.999717 0.673927 0.00625399 0.0315621 0.00625399
hip 3188.48 -0.0203495 0.0246858 0.999488 0.550799 -0.000549659 0.0201918 -0.000549659
lHand 3188.48 0.416178 -0.240092 0.877013 0.422457 0.339094 -0.711198 0.339094
rHand 3188.48 -0.349191 -0.362832 0.863955 0.636818 -0.309385 0.493626 -0.309385
lFoot 3188.48 0.755546 0.207526 0.621356 -0.983948 -0.0573981 -0.042012 -0.0573981
rFoot 3188.48 -0.85746 0.120199 0.500314 -0.985521 0.0404716 0.0437903 0.0404716
head 3188.49 -0.0239294 -0.000763276 0.999713 0.673852 0.00640303 0.0316289 0.00640303
hip 3188.49 -0.0205517 0.0247719 0.999482 0.550797 -0.00066565 0.0201133 -0.00066565
lHand 3188.49 0.415952 -0.239951 0.877159 0.422711 0.33918 -0.711401 0.33918
rHand 3188.49 -0.349664 -0.362827 0.863766 0.633638 -0.309105 0.495051 -0.309105
lFoot 3188.49 0.755545 0.208027 0.621189 -0.983921 -0.0574705 -0.042183 -0.0574705
rFoot 3188.49 -0.856429 0.123296 0.501325 -0.985529 0.0404788 0.0435184 0.0404788
head 3188.5 -0.0240047 -0.000677027 0.999712 0.6739 0.00641512 0.0315322 0.00641512
hip 3188.5 -0.0207711 0.0247522 0.999478 0.550786 -0.00066328 0.020146 -0.00066328
lHand 3188.5 0.415732 -0.240106 0.87722 0.423052 0.339328 -0.71125 0.339328
rHand 3188.5 -0.35022 -0.363372 0.863311 0.629874 -0.310033 0.496429 -0.310033
lFoot 3188.5 0.755621 0.207672 0.621216 -0.983926 -0.0574119 -0.0422684 -0.0574119
rFoot 3188.5 -0.856492 0.123492 0.501169 -0.985526 0.0405255 0.043563 0.0405255
head 3188.51 -0.0241539 -0.000605828 0.999708 0.673913 0.00632325 0.0315687 0.00632325
hip 3188.51 -0.0209903 0.024745 0.999473 0.550717 -0.000685275 0.020024 -0.000685275
lHand 3188.51 0.41549 -0.240298 0.877283 0.423216 0.339304 -0.711147 0.339304
rHand 3188.51 -0.350409 -0.36378 0.863063 0.628096 -0.30957 0.497197 -0.30957
lFoot 3188.51 0.755486 0.207616 0.621399 -0.983903 -0.057367 -0.0423607 -0.057367
rFoot 3188.51 -0.857279 0.121174 0.500389 -0.985515 0.0402991 0.0435174 0.0402991
head 3188.53 -0.024224 -0.000519021 0.999706 0.673826 0.00617139 0.0315714 0.00617139
hip 3188.53 -0.0212004 0.0249085 0.999465 0.550732 -0.000804745 0.0199692 -0.000804745
lHand 3188.53 0.415333 -0.240533 0.877293 0.423232 0.3391 -0.711113 0.3391
rHand 3188.53 -0.350333 -0.364203 0.862915 0.627954 -0.308546 0.496798 -0.308546
lFoot 3188.53 0.755729 0.208019 0.620969 -0.983899 -0.0572542 -0.0426043 -0.0572542
rFoot 3188.53 -0.856699 0.122666 0.501019 -0.985521 0.0402581 0.0434261 0.0402581
head 3188.54 -0.0243432 -0.000457998 0.999704 0.673771 0.00622203 0.0314338 0.00622203
hip 3188.54 -0.0213933 0.0248978 0.999461 0.550618 -0.000965528 0.0200069 -0.000965528
lHand 3188.54 0.415403 -0.240924 0.877152 0.423179 0.338665 -0.71125 0.338665
rHand 3188.54 -0.349215 -0.364685 0.863165 0.631642 -0.307595 0.493663 -0.307595
lFoot 3188.54 0.755875 0.207974 0.620806 -0.983881 -0.0573221 -0.0427013 -0.0573221
rFoot 3188.54 -0.85633 0.123117 0.501538 -0.98551 0.0404985 0.0430787 0.0404985
head 3188.55 -0.0244028 -0.000468747 0.999702 0.673497 0.00620065 0.0314227 0.00620065
hip 3188.55 -0.0215898 0.0248747 0.999457 0.550503 -0.00107361 0.0200626 -0.00107361
lHand 3188.55 0.415381 -0.241221 0.877081 0.42329 0.33827 -0.711248 0.33827
rHand 3188.55 -0.347864 -0.365293 0.863454 0.635636 -0.306582 0.489578 -0.306582
lFoot 3188.55 0.755885 0.207976 0.620793 -0.983859 -0.0573418 -0.042778 -0.0573418
rFoot 3188.55 -0.857293 0.119819 0.500691 -0.9855 0.0407289 0.0429154 0.0407289
head 3188.56 -0.0244665 -0.000504337 0.999701 0.673142 0.00617448 0.0312579 0.00617448
hip 3188.56 -0.0217044 0.0249345 0.999453 0.550371 -0.00114775 0.0200654 -0.00114775
lHand 3188.56 0.41527 -0.241684 0.877006 0.423534 0.337962 -0.711016 0.337962
rHand 3188.56 -0.345115 -0.366632 0.863989 0.642734 -0.304957 0.481669 -0.304957
lFoot 3188.56 0.755647 0.207051 0.621392 -0.983836 -0.0572985 -0.0428863 -0.0572985
rFoot 3188.56 -0.85641 0.121018 0.501913 -0.985495 0.0406476 0.042777 0.0406476
head 3188.57 -0.024598 -0.000519873 0.999697 0.672795 0.006134 0.0312429 0.006134
hip 3188.57 -0.0218997 0.0249543 0.999449 0.550326 -0.00130469 0.0200576 -0.00130469
lHand 3188.57 0.414839 -0.241957 0.877135 0.423968 0.337817 -0.710884 0.337817
rHand 3188.57 -0.34288 -0.368154 0.864231 0.648988 -0.302586 0.473832 -0.302586
lFoot 3188.57 0.755475 0.207017 0.621613 -0.983827 -0.0572065 -0.0431724 -0.0572065
rFoot 3188.57 -0.856482 0.121126 0.501765 -0.985519 0.0404826 0.0427645 0.0404826
head 3188.58 -0.0246721 -0.000507405 0.999696 0.672556 0.00612359 0.0311023 0.00612359
hip 3188.58 -0.0221307 0.024994 0.999443 0.55039 -0.0013808 0.0200722 -0.0013808
lHand 3188.58 0.414705 -0.242098 0.877159 0.424249 0.337678 -0.71081 0.337678
rHand 3188.58 -0.34087 -0.369651 0.864388 0.654219 -0.30015 0.466704 -0.30015
lFoot 3188.58 0.75556 0.206956 0.621529 -0.983816 -0.0571881 -0.0433303 -0.0571881
rFoot 3188.58 -0.857477 0.118212 0.500759 -0.985535 0.0404348 0.0427082 0.0404348
head 3188.59 -0.0248306 -0.00047565 0.999692 0.672357 0.0062442 0.0310152 0.0062442
hip 3188.59 -0.0223422 0.024927 0.99944 0.550344 -0.00142714 0.0200786 -0.00142714
lHand 3188.59 0.414446 -0.241918 0.877331 0.424225 0.338152 -0.710912 0.338152
rHand 3188.59 -0.339949 -0.369431 0.864844 0.657581 -0.300226 0.463927 -0.300226
lFoot 3188.59 0.755613 0.207223 0.621376 -0.983798 -0.0572652 -0.0434916 -0.0572652
rFoot 3188.59 -0.856858 0.120677 0.50123 -0.985535 0.0405252 0.0424364 0.0405252
head 3188.6 -0.0249671 -0.000438007 0.999688 0.67216 0.00633739 0.0308718 0.00633739
hip 3188.6 -0.0226076 0.0249246 0.999434 0.550292 -0.00147929 0.0199736 -0.00147929
lHand 3188.6 0.414313 -0.24187 0.877407 0.424254 0.338315 -0.71101 0.338315
rHand 3188.6 -0.341547 -0.36826 0.864714 0.654949 -0.303896 0.467957 -0.303896
