tag time posX posY posZ rotX rotY rotZ rotW
head 960.571 -0.0154714 -0.0649433 0.997769 0.679932 -0.0134108 -0.0234569 -0.0134108
hip 960.571 -0.0428667 -0.0646242 0.996989 0.54851 -0.00729161 -0.0188186 -0.00729161
lHand 960.571 0.150648 0.125079 0.980643 0.529115 0.351039 -0.572846 0.351039
rHand 960.571 -0.235787 0.112796 0.965237 0.588929 -0.468463 0.540758 -0.468463
lFoot 960.571 0.604385 -0.261041 0.752713 -0.983502 0.0152655 -0.0413508 0.0152655
rFoot 960.571 -0.803814 0.0786596 0.589658 -0.979454 0.0894449 0.0175883 0.0894449
head 960.583 -0.0153823 -0.0649922 0.997767 0.679878 -0.0136597 -0.0233034 -0.0136597
hip 960.583 -0.0427146 -0.0641616 0.997025 0.549139 -0.00727201 -0.0188645 -0.00727201
lHand 960.583 0.1517 0.126728 0.980269 0.532798 0.345774 -0.572863 0.345774
rHand 960.583 -0.235753 0.113014 0.965219 0.588771 -0.468432 0.54096 -0.468432
lFoot 960.583 0.605246 -0.259828 0.752441 -0.98349 0.015322 -0.0414014 0.015322
rFoot 960.583 -0.804751 0.0796961 0.588239 -0.97945 0.0894977 0.0176482 0.0894977
head 960.594 -0.0152591 -0.0650405 0.997766 0.679901 -0.0139203 -0.0232343 -0.0139203
hip 960.594 -0.0427477 -0.0635568 0.997062 0.549766 -0.00711408 -0.0188446 -0.00711408
lHand 960.594 0.154974 0.130347 0.979282 0.544535 0.333217 -0.572229 0.333217
rHand 960.594 -0.23568 0.113013 0.965237 0.58867 -0.468496 0.541054 -0.468496
lFoot 960.594 0.604636 -0.260241 0.752788 -0.983501 0.0152262 -0.0413082 0.0152262
rFoot 960.594 -0.804877 0.0798428 0.588046 -0.979452 0.0894202 0.0177625 0.0894202
head 960.605 -0.0151497 -0.0650548 0.997767 0.679924 -0.0143376 -0.0231248 -0.0143376
hip 960.605 -0.0426808 -0.0633196 0.99708 0.550246 -0.00698181 -0.0188474 -0.00698181
lHand 960.605 0.15743 0.131971 0.978672 0.551907 0.324331 -0.572789 0.324331
rHand 960.605 -0.235791 0.113071 0.965203 0.588688 -0.468478 0.541 -0.468478
lFoot 960.605 0.605097 -0.259773 0.752579 -0.983478 0.0149419 -0.0413761 0.0149419
rFoot 960.605 -0.804755 0.0797555 0.588226 -0.97948 0.0892017 0.0177379 0.0892017
