Iterations;Error Pos;Error Rot;Error;Time [us];Time/Iteration [us];Iterations Min;Error Pos Min;Error Rot Min;Error Min;Time [us] Min;Time/Iteration [us] Min;Iterations Max;Error Pos Max;Error Rot Max;Error Max;Time [us] Max;Time/Iteration [us] Max;Reached [%];Stucked [%]
5.83459;0.143237;0.0479243;0.151042;240.453;43.5585;3;0.0209574;0.00340136;0.0212316;77;24;100;0.306537;0.160505;0.346016;2667;192;0;0.999731
