tag time posX posY posZ rotX rotY rotZ rotW
head 2247.16 0.0634967 0.251285 0.965828 0.398141 -0.00477208 -0.0375953 -0.00477208
hip 2247.16 0.140369 0.470868 0.870965 0.565123 -0.0285361 0.00211176 -0.0285361
lHand 2247.16 0.311635 0.477699 0.821394 0.383908 0.389945 -0.780897 0.389945
rHand 2247.16 -0.127519 0.529588 0.838615 0.327131 -0.391895 0.838667 -0.391895
lFoot 2247.16 0.440864 0.890496 0.112497 -0.979607 -0.103004 -0.04781 -0.103004
rFoot 2247.16 -0.00172881 0.993343 0.115185 -0.984771 -0.0300776 0.0430347 -0.0300776
head 2247.17 0.0633949 0.251446 0.965793 0.398385 -0.0050094 -0.0372567 -0.0050094
hip 2247.17 0.140184 0.471206 0.870812 0.56502 -0.0285037 0.00238609 -0.0285037
lHand 2247.17 0.31165 0.477608 0.821441 0.384282 0.389919 -0.780417 0.389919
rHand 2247.17 -0.127692 0.529549 0.838613 0.3302 -0.391947 0.837688 -0.391947
lFoot 2247.17 0.441065 0.890404 0.112442 -0.979597 -0.103184 -0.0479958 -0.103184
rFoot 2247.17 -0.00170584 0.993346 0.115155 -0.984782 -0.0300588 0.0429955 -0.0300588
head 2247.18 0.063217 0.251753 0.965725 0.398614 -0.00517081 -0.0370329 -0.00517081
hip 2247.18 0.140024 0.471443 0.870709 0.564894 -0.0284654 0.00253996 -0.0284654
lHand 2247.18 0.311411 0.477807 0.821416 0.384655 0.389745 -0.780043 0.389745
rHand 2247.18 -0.128207 0.529993 0.838254 0.33236 -0.391187 0.837547 -0.391187
lFoot 2247.18 0.441111 0.890379 0.112457 -0.979585 -0.103419 -0.0480126 -0.103419
rFoot 2247.18 -0.00164993 0.993349 0.11513 -0.984789 -0.0300849 0.0429648 -0.0300849
head 2247.19 0.0629662 0.252009 0.965674 0.398804 -0.0052811 -0.0369591 -0.0052811
hip 2247.19 0.13992 0.471629 0.870625 0.564686 -0.0284886 0.00283914 -0.0284886
lHand 2247.19 0.311357 0.477969 0.821342 0.385096 0.389643 -0.779533 0.389643
rHand 2247.19 -0.128528 0.530118 0.838126 0.331653 -0.391182 0.838682 -0.391182
lFoot 2247.19 0.44112 0.890376 0.112447 -0.979576 -0.103599 -0.0480615 -0.103599
rFoot 2247.19 -0.00172657 0.993362 0.115019 -0.9848 -0.0301768 0.0429656 -0.0301768
head 2247.2 0.0627534 0.252235 0.965629 0.39885 -0.00554212 -0.0369228 -0.00554212
hip 2247.2 0.139738 0.471838 0.870541 0.564568 -0.0284011 0.00319648 -0.0284011
