tag time posX posY posZ rotX rotY rotZ rotW
head 1508.9 0.0764633 0.141113 0.987036 0.700969 -0.0626726 -0.0692606 -0.0626726
hip 1508.9 0.111178 0.279761 0.953611 0.530444 -0.0579085 -0.0508989 -0.0579085
lHand 1508.9 0.415439 -0.019734 0.909407 0.389586 0.374628 -0.669515 0.374628
rHand 1508.9 -0.32329 0.140349 0.935834 -0.2964 0.433969 -0.770098 0.433969
lFoot 1508.9 0.507619 0.836427 0.20667 -0.955209 0.0538866 -0.0591025 0.0538866
rFoot 1508.9 -0.265547 0.935063 0.234822 -0.983295 0.0464285 0.0782892 0.0464285
head 1508.91 0.0764296 0.141124 0.987037 0.701301 -0.0632151 -0.0693817 -0.0632151
hip 1508.91 0.111289 0.279723 0.953609 0.530467 -0.0580483 -0.0509101 -0.0580483
lHand 1508.91 0.415686 -0.0201804 0.909284 0.389663 0.374568 -0.669607 0.374568
rHand 1508.91 -0.323302 0.140659 0.935784 -0.296071 0.433865 -0.770431 0.433865
lFoot 1508.91 0.507645 0.836415 0.206655 -0.955225 0.0536661 -0.0590761 0.0536661
rFoot 1508.91 -0.265606 0.93502 0.234929 -0.983299 0.0465318 0.0783215 0.0465318
head 1508.93 0.0764003 0.141083 0.987045 0.701597 -0.063806 -0.0694841 -0.063806
hip 1508.93 0.111402 0.279685 0.953607 0.530465 -0.0581611 -0.0509541 -0.0581611
lHand 1508.93 0.415466 -0.0197003 0.909395 0.389839 0.374394 -0.669622 0.374394
rHand 1508.93 -0.323086 0.140757 0.935843 -0.2957 0.43381 -0.77077 0.43381
lFoot 1508.93 0.507603 0.836455 0.206596 -0.955219 0.0537644 -0.0590638 0.0537644
rFoot 1508.93 -0.265645 0.934982 0.235033 -0.983309 0.0463102 0.0784333 0.0463102
head 1508.94 0.0763932 0.141022 0.987055 0.701873 -0.0643985 -0.0695733 -0.0643985
hip 1508.94 0.111455 0.279642 0.953613 0.530427 -0.0580786 -0.050923 -0.0580786
lHand 1508.94 0.415469 -0.0195742 0.909397 0.389694 0.374343 -0.669807 0.374343
rHand 1508.94 -0.323088 0.140817 0.935834 -0.295537 0.433608 -0.771011 0.433608
lFoot 1508.94 0.507605 0.836444 0.206636 -0.955248 0.0539148 -0.0589708 0.0539148
rFoot 1508.94 -0.265605 0.934995 0.235031 -0.983305 0.0464806 0.0784353 0.0464806
