Iterations;Error Pos;Error Rot;Error;Time [us];Time/Iteration [us];Iterations Min;Error Pos Min;Error Rot Min;Error Min;Time [us] Min;Time/Iteration [us] Min;Iterations Max;Error Pos Max;Error Rot Max;Error Max;Time [us] Max;Time/Iteration [us] Max;Reached [%];Stucked [%]
26.5461;0.117883;0.0425507;0.125328;1119.69;45.6814;1;0.000766823;0.000793463;0.00110345;46;28;100;0.315769;0.24979;0.402622;7418;172;0.0219721;0.927921
