tag time posX posY posZ rotX rotY rotZ rotW
head 1134.04 -0.00656144 -0.0740477 0.997233 0.679269 -0.00765912 0.00786624 -0.00765912
hip 1134.04 -0.000725356 -0.0943002 0.995544 0.519907 -0.0127308 -0.0379556 -0.0127308
lHand 1134.04 0.411732 -0.254957 0.874913 0.43313 0.436609 -0.663766 0.436609
rHand 1134.04 -0.395359 -0.113846 0.911444 0.251953 -0.601404 0.757885 -0.601404
lFoot 1134.04 0.746035 -0.643588 0.170954 0.994838 0.0607694 0.0665211 0.0607694
rFoot 1134.04 -0.86673 -0.322991 0.380073 -0.983749 -0.0137999 0.0704532 -0.0137999
head 1134.05 -0.0064264 -0.0738695 0.997247 0.67935 -0.00809676 0.00741207 -0.00809676
hip 1134.05 -0.000664142 -0.094451 0.995529 0.519476 -0.0126807 -0.0381907 -0.0126807
lHand 1134.05 0.412117 -0.253185 0.875247 0.432153 0.439693 -0.662016 0.439693
rHand 1134.05 -0.395018 -0.112932 0.911706 0.250077 -0.601304 0.758597 -0.601304
lFoot 1134.05 0.746 -0.643662 0.17083 0.994863 0.0606591 0.066268 0.0606591
rFoot 1134.05 -0.866668 -0.323382 0.379881 -0.983751 -0.0138118 0.070488 -0.0138118
head 1134.06 -0.00631014 -0.0737078 0.99726 0.679373 -0.00855997 0.0070391 -0.00855997
hip 1134.06 -0.000600537 -0.0946434 0.995511 0.519028 -0.0126693 -0.0385164 -0.0126693
lHand 1134.06 0.412571 -0.251507 0.875517 0.431143 0.443011 -0.660223 0.443011
rHand 1134.06 -0.395183 -0.112182 0.911727 0.247875 -0.600911 0.759623 -0.600911
lFoot 1134.06 0.746084 -0.643551 0.170883 0.994875 0.060553 0.0662087 0.060553
rFoot 1134.06 -0.866664 -0.323468 0.379817 -0.983751 -0.0138855 0.0705413 -0.0138855
head 1134.07 -0.00616837 -0.0735759 0.997271 0.679346 -0.00903145 0.00669356 -0.00903145
hip 1134.07 -0.000373929 -0.0949254 0.995484 0.518651 -0.0128734 -0.0388182 -0.0128734
lHand 1134.07 0.412915 -0.249684 0.875876 0.43021 0.446143 -0.658532 0.446143
rHand 1134.07 -0.394956 -0.111377 0.911924 0.245824 -0.600561 0.760575 -0.600561
lFoot 1134.07 0.746045 -0.643584 0.170927 0.994886 0.0604318 0.0661719 0.0604318
rFoot 1134.07 -0.86657 -0.32359 0.37993 -0.983766 -0.0137831 0.0705353 -0.0137831
head 1134.08 -0.00605147 -0.0734546 0.99728 0.679442 -0.0094496 0.00653126 -0.0094496
hip 1134.08 -0.000264278 -0.0952064 0.995458 0.518065 -0.0129516 -0.0391141 -0.0129516
lHand 1134.08 0.413399 -0.247786 0.876187 0.429 0.449456 -0.657238 0.449456
rHand 1134.08 -0.394732 -0.110396 0.91214 0.243615 -0.599817 0.761892 -0.599817
lFoot 1134.08 0.745818 -0.644106 0.169951 0.994903 0.0603923 0.0658821 0.0603923
rFoot 1134.08 -0.866554 -0.323956 0.379655 -0.983767 -0.0137921 0.0706335 -0.0137921
head 1134.1 -0.00593242 -0.0733089 0.997292 0.679421 -0.00990784 0.00637014 -0.00990784
hip 1134.1 -0.000179548 -0.0953627 0.995443 0.517605 -0.012927 -0.0392259 -0.012927
lHand 1134.1 0.414039 -0.245563 0.87651 0.427739 0.452641 -0.65638 0.452641
rHand 1134.1 -0.394367 -0.109491 0.912407 0.241697 -0.599198 0.763011 -0.599198
lFoot 1134.1 0.745901 -0.644027 0.169886 0.994911 0.0602979 0.0659028 0.0602979
rFoot 1134.1 -0.866499 -0.32411 0.379647 -0.983778 -0.0137413 0.0706548 -0.0137413
head 1134.11 -0.00582691 -0.073206 0.9973 0.679315 -0.010344 0.00627174 -0.010344
hip 1134.11 -0.000156783 -0.0955015 0.995429 0.517019 -0.0127282 -0.039507 -0.0127282
lHand 1134.11 0.41464 -0.243721 0.87674 0.426285 0.455827 -0.6558 0.455827
rHand 1134.11 -0.394326 -0.10909 0.912473 0.241521 -0.598048 0.763967 -0.598048
lFoot 1134.11 0.745908 -0.644045 0.169786 0.994903 0.0603351 0.0659488 0.0603351
rFoot 1134.11 -0.866523 -0.324185 0.379528 -0.983783 -0.0136545 0.0706754 -0.0136545
head 1134.12 -0.00571618 -0.0730783 0.99731 0.679178 -0.0107548 0.00602044 -0.0107548
hip 1134.12 -0.000133653 -0.0955399 0.995426 0.516383 -0.0127095 -0.0395259 -0.0127095
lHand 1134.12 0.415097 -0.241304 0.877192 0.424995 0.459179 -0.65506 0.459179
rHand 1134.12 -0.394087 -0.10826 0.912675 0.240913 -0.596633 0.765284 -0.596633
lFoot 1134.12 0.745491 -0.644324 0.17056 0.994914 0.0602324 0.0657951 0.0602324
rFoot 1134.12 -0.866579 -0.323874 0.379667 -0.983795 -0.0137193 0.0706905 -0.0137193
head 1134.13 -0.00565245 -0.0729752 0.997318 0.678957 -0.0109391 0.00587255 -0.0109391
hip 1134.13 -0.000200831 -0.0955036 0.995429 0.515849 -0.0125512 -0.0396772 -0.0125512
lHand 1134.13 0.41557 -0.238769 0.877662 0.423577 0.462164 -0.654903 0.462164
rHand 1134.13 -0.394794 -0.10818 0.912378 0.241539 -0.594653 0.766599 -0.594653
lFoot 1134.13 0.745487 -0.644328 0.170559 0.994925 0.0601251 0.0657035 0.0601251
rFoot 1134.13 -0.866645 -0.323976 0.379428 -0.983805 -0.0138843 0.0706736 -0.0138843
head 1134.14 -0.00557085 -0.0729131 0.997323 0.678748 -0.0111438 0.00568057 -0.0111438
