tag time posX posY posZ rotX rotY rotZ rotW
head 417.467 0.0291384 -0.102751 0.99428 0.706358 -0.0231139 0.00882281 -0.0231139
hip 417.467 0.0385578 -0.116186 0.992479 0.544902 0.0179278 -0.0126627 0.0179278
lHand 417.467 0.279653 -0.301416 0.911561 -0.0302269 0.467714 -0.883296 0.467714
rHand 417.467 -0.186083 -0.292245 0.938065 -0.013835 0.418767 -0.906515 0.418767
lFoot 417.467 0.699293 -0.651488 0.294198 -0.989116 0.0089449 -0.0518737 0.0089449
rFoot 417.467 -0.473316 -0.728118 0.495798 -0.978311 0.113255 0.0261129 0.113255
head 417.479 0.0291854 -0.102628 0.994292 0.706349 -0.0229763 0.0087277 -0.0229763
hip 417.479 0.0385878 -0.116056 0.992493 0.54493 0.017807 -0.0126752 0.017807
lHand 417.479 0.279558 -0.301548 0.911546 -0.0294284 0.46716 -0.883615 0.46716
rHand 417.479 -0.18634 -0.292233 0.938018 -0.0152856 0.418996 -0.906523 0.418996
lFoot 417.479 0.699307 -0.651516 0.294101 -0.989119 0.00899936 -0.0518522 0.00899936
rFoot 417.479 -0.473696 -0.727609 0.496182 -0.978328 0.113161 0.0261554 0.113161
head 417.491 0.0292482 -0.102566 0.994296 0.706327 -0.022825 0.00865212 -0.022825
hip 417.491 0.0385687 -0.115869 0.992515 0.545075 0.0177706 -0.0127761 0.0177706
lHand 417.491 0.279477 -0.301696 0.911522 -0.0287412 0.466827 -0.883809 0.466827
rHand 417.491 -0.18721 -0.291709 0.938008 -0.0142142 0.417869 -0.907357 0.417869
lFoot 417.491 0.699365 -0.651426 0.294165 -0.989125 0.00896411 -0.0519073 0.00896411
rFoot 417.491 -0.473333 -0.727893 0.496113 -0.978354 0.113135 0.026159 0.113135
head 417.502 0.0292974 -0.102528 0.994299 0.70629 -0.0227272 0.00869361 -0.0227272
hip 417.502 0.0387076 -0.115757 0.992523 0.545378 0.0176757 -0.0126593 0.0176757
lHand 417.502 0.279424 -0.301738 0.911524 -0.0284739 0.466495 -0.883989 0.466495
rHand 417.502 -0.187986 -0.291456 0.937931 -0.0132559 0.416122 -0.908386 0.416122
lFoot 417.502 0.699203 -0.651573 0.294224 -0.98914 0.00901209 -0.0519114 0.00901209
rFoot 417.502 -0.473308 -0.727956 0.496043 -0.97837 0.113073 0.0261715 0.113073
head 417.513 0.0293218 -0.102414 0.99431 0.706246 -0.0226037 0.00877172 -0.0226037
hip 417.513 0.0387499 -0.11549 0.992552 0.545679 0.0175803 -0.0126368 0.0175803
lHand 417.513 0.279248 -0.301812 0.911554 -0.0282413 0.466272 -0.88411 0.466272
rHand 417.513 -0.188879 -0.291574 0.937715 -0.0107383 0.416414 -0.908439 0.416414
